population[million],1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
MYS,8.160975,8.429369,8.710678,8.999247,9.287442,9.569784,9.844116,10.11192,10.375877,10.640347,10.908634,11.182078,11.46008,11.741849,12.02593,12.311782,12.599655,12.891715,13.191699,13.504433,13.833739,14.180093,14.543585,14.926976,15.333369,15.76434,16.221767,16.7035,17.202032,17.707064,18.211097,18.709835,19.2047,19.700762,20.205992,20.725374,21.260881,21.808125,22.358128,22.898579,23.420751,23.920963,24.401977,24.869423,25.332026,25.796124,26.263048,26.730607,27.197419,27.661017,28.1195,28.57297,29.02194,29.465372,29.901997,30.331007
NAM,0.602545,0.617282,0.632658,0.648668,0.665297,0.682553,0.700316,0.718622,0.737802,0.758305,0.780386,0.804309,0.829806,0.855965,0.88153,0.905647,0.928228,0.949734,0.970569,0.991365,1.012761,1.034446,1.056758,1.08174,1.112044,1.149389,1.194769,1.247186,1.303879,1.360921,1.415447,1.466152,1.513689,1.55948,1.605828,1.654214,1.705349,1.758097,1.80992,1.85732,1.897953,1.931005,1.957749,1.980531,2.002745,2.027026,2.053915,2.083174,2.115703,2.152357,2.193643,2.240161,2.291645,2.346592,2.402858,2.45883
NCL,0.079,0.0812,0.0834,0.0857,0.0881,0.0905,0.0935,0.0965,0.0995,0.104,0.112,0.12,0.1255,0.1285,0.131,0.1325,0.134,0.136,0.1375,0.1385,0.14005,0.14265,0.1457,0.1487,0.15165,0.15445,0.15735,0.1605,0.16365,0.166898,0.170899,0.175362,0.179799,0.184496,0.189482,0.193816,0.197564,0.201418,0.205279,0.209214,0.21323,0.217324,0.22149,0.225,0.228,0.231,0.235,0.238,0.242,0.245,0.25,0.254,0.259,0.263,0.268,0.273
NER,3.395212,3.493636,3.596613,3.703159,3.811813,3.921581,4.03221,4.144238,4.258415,4.375837,4.497355,4.623121,4.753054,4.887484,5.026744,5.171029,5.320869,5.476206,5.635954,5.798584,5.963159,6.129762,6.299343,6.472971,6.65211,6.83817,7.031675,7.233482,7.445788,7.671233,7.911884,8.168834,8.44233,8.7325,9.039088,9.361912,9.70173,10.05896,10.432657,10.821434,11.224523,11.642308,12.075991,12.526725,12.996012,13.485436,13.99553,14.527631,15.08513,15.672194,16.29199,16.946485,17.635782,18.358863,19.113728,19.89912
NGA,45.211614,46.144154,47.117859,48.12846,49.169819,50.238569,51.336375,52.468593,53.640547,54.859201,56.131844,57.453734,58.829319,60.285453,61.857023,63.565598,65.426976,67.425435,69.512233,71.619216,73.698096,75.729572,77.729802,79.729311,81.775215,83.90157,86.118043,88.412917,90.773613,93.179755,95.617345,98.085436,100.592458,103.145093,105.753088,108.424822,111.164651,113.975055,116.860691,119.826231,122.876723,126.014935,129.246283,132.581484,136.033321,139.611303,143.318011,147.152502,151.115683,155.207145,159.424742,163.770669,168.240403,172.816517,177.475986,182.201962
NIC,1.774696,1.8304,1.88656,1.943591,2.002119,2.062633,2.125233,2.18988,2.256779,2.326136,2.398095,2.472656,2.549779,2.629503,2.711847,2.796748,2.884156,2.973805,3.065118,3.157356,3.24991,3.342666,3.435527,3.527935,3.619252,3.709091,3.796914,3.88294,3.968453,4.055262,4.144564,4.236805,4.331273,4.426577,4.520727,4.612229,4.700777,4.786641,4.869627,4.949661,5.026792,5.10075,5.171736,5.240876,5.309703,5.379327,5.450217,5.522119,5.594524,5.666595,5.737722,5.807787,5.877034,5.945646,6.013913,6.082032
NLD,11.486631,11.638712,11.805689,11.965966,12.12712,12.294732,12.456251,12.598201,12.729721,12.877984,13.038526,13.194497,13.328593,13.439322,13.545056,13.666335,13.774037,13.856185,13.9417,14.03827,14.1498,14.247208,14.31269,14.36707,14.424211,14.491632,14.572278,14.665037,14.760094,14.848907,14.95151,15.069798,15.184166,15.290368,15.382838,15.459006,15.530498,15.61065,15.707209,15.812088,15.925513,16.04618,16.148929,16.225302,16.281779,16.319868,16.346101,16.381696,16.445593,16.530388,16.615394,16.693074,16.754962,16.804432,16.865008,16.93652
NOR,3.581239,3.6098,3.638918,3.666537,3.694339,3.723168,3.753012,3.784539,3.816486,3.847707,3.875763,3.903039,3.933004,3.960612,3.985258,4.007313,4.026152,4.043205,4.058671,4.072517,4.08562,4.099702,4.114787,4.128432,4.140099,4.152516,4.167354,4.186905,4.209488,4.226901,4.241473,4.261732,4.286401,4.311991,4.336613,4.359184,4.381336,4.405157,4.431464,4.461913,4.490967,4.513751,4.538159,4.564855,4.59191,4.623291,4.660677,4.709153,4.768212,4.828726,4.889252,4.953088,5.018573,5.079623,5.137232,5.195921
NPL,10.056945,10.215153,10.377061,10.544586,10.719988,10.905006,11.100672,11.307139,11.524132,11.750914,11.986974,12.232454,12.487785,12.753028,13.028248,13.313487,13.60867,13.913775,14.228941,14.554356,14.89008,15.237302,15.596012,15.963746,16.337117,16.714335,17.091959,17.472138,17.865238,18.285434,18.741688,19.237322,19.76557,20.312687,20.859421,21.390905,21.902534,22.395247,22.866496,23.315053,23.740145,24.140941,24.516969,24.8689,25.19813,25.506847,25.794344,26.063619,26.325183,26.592666,26.87591,27.179237,27.500515,27.834981,28.174724,28.5137
NRU,0.004433,0.004675,0.004947,0.005231,0.0055,0.005738,0.005936,0.006102,0.006241,0.006368,0.006493,0.006619,0.006743,0.006862,0.006972,0.00707,0.007156,0.007235,0.007311,0.007393,0.007488,0.007597,0.007719,0.007855,0.008007,0.008174,0.008356,0.00855,0.008752,0.008956,0.009157,0.009354,0.009544,0.009719,0.009863,0.00997,0.010033,0.010056,0.010054,0.010044,0.010042,0.010053,0.010073,0.010096,0.010113,0.010115,0.010101,0.010075,0.010047,0.010028,0.010025,0.010043,0.010079,0.010125,0.010176,0.010222
NZL,2.3718,2.4197,2.482,2.5318,2.5854,2.6284,2.6759,2.7241,2.7481,2.7728,2.8107,2.853,2.9039,2.9613,3.0237,3.0831,3.1105,3.1202,3.1212,3.109,3.1129,3.1249,3.1561,3.1993,3.2271,3.2471,3.2463,3.2744,3.2834,3.2992,3.3298,3.4951,3.5317,3.5722,3.62,3.6734,3.732,3.7813,3.815,3.8351,3.8577,3.8805,3.9485,4.0272,4.0875,4.1339,4.1846,4.2238,4.2598,4.3026,4.3507,4.384,4.4081,4.4421,4.5097,4.5957
OMN,0.551737,0.564895,0.578825,0.593504,0.608889,0.625007,0.642005,0.660117,0.679593,0.700729,0.72385,0.748971,0.776379,0.806989,0.841947,0.882044,0.927439,0.977806,1.032799,1.091855,1.154375,1.220548,1.290007,1.360921,1.430926,1.498416,1.561493,1.620573,1.679089,1.741965,1.812159,1.892345,1.979914,2.066264,2.139539,2.191864,2.219768,2.227596,2.224922,2.225481,2.239403,2.272547,2.323203,2.385075,2.448194,2.506891,2.553376,2.59375,2.652281,2.762073,2.943747,3.210003,3.545192,3.906912,4.236057,4.490541
PAK,44.91181,45.988447,47.122931,48.312888,49.555472,50.848775,52.194629,53.594445,55.045897,56.545924,58.094239,59.690467,61.341255,63.062204,64.873705,66.791496,68.818471,70.953777,73.204087,75.575981,78.071984,80.691701,83.427522,86.264621,89.183159,92.165065,95.207133,98.301647,101.420791,104.530689,107.607639,110.634399,113.616165,116.579605,119.564925,122.599749,125.697651,128.845692,132.01368,135.158132,138.250487,141.282077,144.271586,147.25153,150.267989,153.356383,156.524189,159.767672,163.096985,166.520983,170.043918,173.669648,177.392252,181.192646,185.044286,188.924874
PAN,1.132924,1.167041,1.202372,1.238824,1.276274,1.314627,1.353805,1.3938,1.43466,1.476478,1.519293,1.563113,1.607835,1.653257,1.699114,1.745207,1.791459,1.837887,1.884512,1.931393,1.978575,2.026057,2.073826,2.121921,2.17039,2.219276,2.268619,2.318444,2.368772,2.419618,2.47101,2.522901,2.57533,2.628511,2.68272,2.738125,2.794845,2.852739,2.911383,2.970193,3.028751,3.086887,3.144728,3.202511,3.260611,3.319301,3.3786,3.438398,3.498679,3.559401,3.620506,3.681979,3.743761,3.805683,3.867535,3.929141
PER,10.061519,10.350239,10.650672,10.961539,11.281015,11.607684,11.941327,12.282081,12.629333,12.982444,13.341071,13.704333,14.072476,14.447649,14.832839,15.229951,15.639898,16.061327,16.491087,16.924758,17.359118,17.792551,18.225727,18.660443,19.099575,19.54495,19.99625,20.451712,20.909897,21.368856,21.826658,22.28313,22.737056,23.184222,23.619358,24.038761,24.441076,24.827409,25.199744,25.561297,25.914875,26.261363,26.601463,26.937737,27.273188,27.610406,27.949958,28.292768,28.642048,29.001563,29.373644,29.759891,30.158768,30.565461,30.973148,31.37667
PHL,26.273023,27.164618,28.081234,29.01677,29.962877,30.913931,31.867565,32.826602,33.797041,34.787588,35.804731,36.851055,37.9254,39.026082,40.149959,41.295129,42.461189,43.650333,44.866279,46.113992,47.396966,48.715592,50.068493,51.455037,52.873979,54.323651,55.803915,57.312794,58.844392,60.391168,61.94734,63.50994,65.078901,66.654954,68.240134,69.835713,71.437381,73.042605,74.656228,76.285225,77.932247,79.604541,81.294378,82.971734,84.596249,86.141373,87.592899,88.965508,90.297115,91.641881,93.038902,94.501233,96.017322,97.571676,99.13869,100.699395
PLW,0.009638,0.009901,0.01015,0.010381,0.010593,0.010782,0.010945,0.011081,0.011206,0.011335,0.011481,0.011656,0.011853,0.012045,0.012195,0.01228,0.012284,0.012225,0.012151,0.012127,0.012197,0.012383,0.012667,0.013015,0.013371,0.013698,0.013982,0.014237,0.014485,0.014762,0.015089,0.015471,0.015894,0.016345,0.016805,0.017255,0.017695,0.018123,0.018524,0.018878,0.019174,0.019404,0.019575,0.0197,0.019805,0.019907,0.020012,0.020118,0.020227,0.020344,0.02047,0.020606,0.020756,0.020919,0.021097,0.021291
PNG,1.966957,2.001048,2.037165,2.07563,2.116832,2.161103,2.208422,2.258877,2.313017,2.371515,2.434755,2.503074,2.576093,2.652586,2.730859,2.809692,2.888509,2.96762,3.047769,3.130125,3.215483,3.304188,3.395798,3.489402,3.583707,3.677854,3.771578,3.865402,3.960243,4.057406,4.157903,4.261933,4.369407,4.480689,4.596131,4.715929,4.840311,4.969116,5.101633,5.236863,5.374051,5.512835,5.653284,5.795571,5.940048,6.086905,6.236158,6.38747,6.540267,6.693799,6.847517,7.001172,7.15487,7.308864,7.463577,7.619321
POL,29.63745,29.964,30.3085,30.712,31.13945,31.44495,31.681,31.987155,32.294655,32.5483,32.6643,32.7835,33.05565,33.3572,33.678899,34.015199,34.3563,34.68905,34.9656,35.247217,35.57415,35.898587,36.230481,36.571808,36.904134,37.201885,37.456119,37.668045,37.824487,37.961529,38.110782,38.246193,38.363667,38.461408,38.542652,38.594998,38.62437,38.64966,38.663481,38.660271,38.258629,38.248076,38.230364,38.20457,38.182222,38.165445,38.141267,38.12056,38.125759,38.151603,38.042794,38.063255,38.063164,38.040196,38.011735,37.999494
PRI,2.358,2.399722,2.450322,2.50453,2.554066,2.594,2.624995,2.645674,2.662064,2.68415,2.718,2.76219,2.817256,2.878786,2.939299,2.994,3.043854,3.08869,3.129421,3.168088,3.206,3.242552,3.277453,3.311138,3.34419,3.377,3.409554,3.44185,3.473898,3.50565,3.537,3.56211,3.585176,3.615497,3.649237,3.683103,3.724655,3.75943,3.781101,3.800081,3.810605,3.818774,3.823701,3.826095,3.826878,3.821362,3.805214,3.782995,3.760866,3.74041,3.721526,3.678736,3.634487,3.593079,3.534888,3.474182
PRK,11.424179,11.665593,11.87172,12.06547,12.282421,12.547524,12.864683,13.221826,13.608611,14.009168,14.4104,14.812363,15.214615,15.603001,15.960127,16.27474,16.539029,16.758826,16.953621,17.151321,17.372167,17.623335,17.899236,18.191881,18.487997,18.778101,19.058988,19.33455,19.610512,19.89539,20.194354,20.510208,20.838082,21.16623,21.478544,21.76367,22.01651,22.240826,22.444986,22.641747,22.840218,23.043441,23.248053,23.449173,23.639296,23.813324,23.969897,24.111945,24.243829,24.371806,24.500506,24.631359,24.763353,24.895705,25.026772,25.155317
PRT,8.857716,8.929316,8.993985,9.030355,9.035365,8.998595,8.93099,8.87452,8.83665,8.757705,8.680431,8.643756,8.63043,8.6331,8.754365,9.09347,9.35581,9.455675,9.55825,9.661265,9.766312,9.851362,9.911771,9.957865,9.996232,10.023613,10.032734,10.030031,10.01961,10.005,9.983218,9.960235,9.952494,9.964675,9.991525,10.026176,10.063945,10.108977,10.160196,10.217828,10.289898,10.362722,10.419631,10.458821,10.483861,10.50333,10.522288,10.542964,10.558177,10.568247,10.5731,10.55756,10.514844,10.457295,10.401062,10.348648
PRY,1.902871,1.953331,2.005337,2.058916,2.114095,2.170853,2.229373,2.289579,2.3509,2.412565,2.474102,2.535355,2.596741,2.659084,2.723523,2.790964,2.861582,2.935375,3.012833,3.094479,3.180628,3.271454,3.366726,3.465796,3.56775,3.671826,3.777764,3.885433,3.994328,4.103909,4.21374,4.323402,4.432738,4.541902,4.651222,4.760853,4.870695,4.980346,5.089306,5.196935,5.302703,5.406625,5.508615,5.607948,5.703742,5.795493,5.882797,5.96616,6.047131,6.127847,6.209877,6.293763,6.379162,6.465669,6.552518,6.639123
PYF,0.078083,0.080706,0.083654,0.086839,0.090132,0.09344,0.09673,0.100031,0.103385,0.106858,0.110496,0.114311,0.118279,0.122355,0.126483,0.130619,0.134743,0.138867,0.143033,0.147299,0.151702,0.15624,0.160883,0.165611,0.170397,0.175208,0.180069,0.184958,0.189742,0.194249,0.19837,0.20202,0.205269,0.208349,0.211584,0.2152,0.219282,0.223734,0.22838,0.232956,0.237267,0.241276,0.245032,0.248536,0.251811,0.254884,0.257731,0.260361,0.262877,0.265412,0.268065,0.270862,0.273775,0.276766,0.279781,0.282764
QAT,0.047309,0.051355,0.056187,0.061647,0.067487,0.073543,0.079735,0.086161,0.093043,0.100697,0.109329,0.119246,0.130377,0.142111,0.153593,0.164333,0.173759,0.18237,0.192018,0.205244,0.223715,0.248053,0.277242,0.309276,0.341286,0.371071,0.398326,0.423327,0.445203,0.463062,0.476478,0.485114,0.489668,0.49212,0.495179,0.501019,0.511864,0.528213,0.548618,0.570643,0.593453,0.61372,0.634388,0.668165,0.732096,0.836924,0.988448,1.178955,1.388962,1.591151,1.765513,1.905437,2.015624,2.101288,2.172065,2.235355
ROM,18.406905,18.55525,18.67655,18.79785,18.919126,19.031576,19.21545,19.534242,19.799831,20.009141,20.250398,20.461567,20.657957,20.835681,21.029429,21.293583,21.551634,21.756096,21.951464,22.090488,22.242653,22.415169,22.515389,22.58879,22.65594,22.755427,22.859269,22.94943,23.057662,23.161458,23.201835,23.001155,22.794284,22.76328,22.730211,22.68427,22.619004,22.553978,22.507344,22.47204,22.442971,22.13197,21.730496,21.574326,21.451748,21.319685,21.19376,20.882982,20.537875,20.367487,20.246871,20.147528,20.058035,19.983693,19.908979,19.832389
RUS,119.897,121.236,122.591,123.96,125.345,126.745,127.468,128.196,128.928,129.664,130.404,131.155,131.909,132.669,133.432,134.2,135.147,136.1,137.06,138.027,139.01,139.941,140.823,141.668,142.745,143.858,144.894,145.908,146.857,147.721,148.292,148.624,148.689,148.52,148.336,148.375726,148.160042,147.915307,147.670692,147.214392,146.596557,145.976083,145.306046,144.648257,144.067054,143.518523,143.049528,142.805088,142.74235,142.785342,142.849449,142.960868,143.201676,143.506911,143.819569,144.096812
RWA,2.933424,2.996091,3.050596,3.102968,3.161719,3.232937,3.319077,3.418313,3.52726,3.640591,3.754546,3.868345,3.983707,4.102336,4.226836,4.359166,4.49972,4.64807,4.804375,4.968628,5.140786,5.313908,5.486431,5.669251,5.877556,6.117966,6.410594,6.74239,7.048075,7.239097,7.25974,7.071393,6.712924,6.300358,5.995987,5.912755,6.097688,6.506118,7.047196,7.585143,8.021875,8.329113,8.539029,8.686469,8.828956,9.00823,9.231041,9.481083,9.750314,10.024594,10.293669,10.556429,10.81735,11.078095,11.341544,11.609666
SAU,4.086539,4.218879,4.362863,4.516663,4.677409,4.843635,5.015672,5.196349,5.389848,5.601649,5.836394,6.096106,6.382106,6.697486,7.045477,7.428705,7.8453,8.295384,8.785326,9.32329,9.912917,10.556936,11.247085,11.962244,12.674089,13.361284,14.016569,14.642354,15.239174,15.81098,16.361453,16.890555,17.398523,17.890529,18.373412,18.85367,19.331311,19.809633,20.302193,20.825955,21.392273,22.007937,22.668102,23.357887,24.055573,24.74523,25.419994,26.083522,26.742842,27.409491,28.090647,28.788438,29.496047,30.201051,30.886545,31.540372
SDN,7.52745,7.749884,7.981797,8.223613,8.475765,8.738703,9.013112,9.299545,9.598196,9.909152,10.232758,10.568788,10.918137,11.283574,11.668674,12.075841,12.506035,12.95811,13.429688,13.917268,14.418063,14.935471,15.470415,16.01512,16.559205,17.097619,17.618852,18.130501,18.669146,19.284633,20.008804,20.861117,21.820588,22.829227,23.805536,24.69197,25.466387,26.149124,26.777059,27.406808,28.079664,28.805142,29.569978,30.365586,31.176209,31.990003,32.809056,33.63796,34.470138,35.297298,36.114885,36.918193,37.71242,38.515095,39.350274,40.234882
SEN,3.17756,3.265558,3.356421,3.450418,3.547939,3.649308,3.754268,3.862783,3.975614,4.093763,4.217754,4.348499,4.485342,4.625377,4.764623,4.900491,5.031849,5.160313,5.289445,5.424299,5.568651,5.723541,5.888261,6.062682,6.24614,6.438024,6.638186,6.846556,7.06254,7.285378,7.514201,7.749559,7.990736,8.234147,8.475136,8.710746,8.939438,9.163184,9.386923,9.617641,9.860578,10.118078,10.389457,10.67332,10.967016,11.268994,11.57843,11.89723,12.229703,12.581624,12.956791,13.357003,13.780108,14.221041,14.672557,15.129273
SGP,1.6464,1.7024,1.7502,1.795,1.8416,1.8869,1.9344,1.9776,2.012,2.0425,2.0745,2.1129,2.1524,2.193,2.2298,2.2626,2.2933,2.3253,2.3536,2.3835,2.413945,2.532835,2.646466,2.681061,2.732221,2.735957,2.733373,2.774789,2.846108,2.930901,3.047132,3.135083,3.230698,3.313471,3.419048,3.524506,3.670704,3.796038,3.927213,3.958723,4.027887,4.138012,4.17595,4.114826,4.166664,4.265762,4.401365,4.588599,4.839396,4.987573,5.076732,5.183688,5.312437,5.399162,5.469724,5.535002
SLB,0.117869,0.121403,0.125068,0.128863,0.132787,0.136847,0.141027,0.145354,0.149926,0.154876,0.160292,0.166214,0.172599,0.179354,0.186338,0.193447,0.200642,0.207942,0.215353,0.222905,0.230614,0.238488,0.246502,0.254602,0.262719,0.270809,0.278846,0.286868,0.294962,0.303258,0.311849,0.320764,0.329984,0.33949,0.34925,0.359236,0.369438,0.379859,0.390489,0.401319,0.412336,0.423535,0.434893,0.446352,0.457841,0.469306,0.480716,0.492075,0.50341,0.514767,0.526177,0.537648,0.549162,0.560685,0.572171,0.583591
SLE,2.181701,2.210169,2.239581,2.26989,2.301023,2.332999,2.365801,2.399667,2.435197,2.473165,2.514151,2.558395,2.605837,2.65638,2.709797,2.765914,2.824827,2.886607,2.951001,3.01767,3.086406,3.155368,3.224346,3.29653,3.376371,3.466044,3.569102,3.681945,3.791078,3.878211,3.931208,3.945899,3.929182,3.893891,3.858559,3.837807,3.833053,3.843472,3.878475,3.9488,4.060709,4.220198,4.422154,4.647701,4.870467,5.071271,5.243214,5.391108,5.521838,5.647194,5.775902,5.908908,6.043157,6.178859,6.315627,6.453184
SLV,2.762897,2.843246,2.927861,3.015885,3.106186,3.197865,3.290397,3.383674,3.477702,3.572667,3.668592,3.765252,3.862132,3.958616,4.053958,4.147525,4.239205,4.328817,4.415625,4.498757,4.577683,4.652058,4.722272,4.789472,4.85528,4.920932,4.986528,5.051885,5.117577,5.184221,5.252082,5.321576,5.392142,5.461834,5.528012,5.588743,5.643363,5.6923,5.736075,5.77566,5.811836,5.844738,5.874301,5.900929,5.925089,5.947206,5.967556,5.986414,6.004199,6.021368,6.038306,6.055208,6.072233,6.089644,6.107706,6.126583
SMR,0.015393,0.015787,0.016197,0.016616,0.017033,0.01744,0.017839,0.018228,0.018587,0.018895,0.019136,0.019299,0.019396,0.019467,0.019565,0.019732,0.019981,0.020301,0.020663,0.021026,0.021363,0.021666,0.021944,0.022203,0.022455,0.022708,0.022959,0.023208,0.023463,0.02374,0.024045,0.024385,0.024755,0.025141,0.025519,0.025875,0.026201,0.026503,0.026795,0.027097,0.02742,0.027771,0.028142,0.02852,0.028891,0.029242,0.029568,0.029874,0.03016,0.030431,0.03069,0.030938,0.031172,0.031391,0.031595,0.031781
SOM,2.75638,2.814683,2.874944,2.93736,3.002173,3.069558,3.144244,3.227245,3.311111,3.385414,3.44542,3.477568,3.490295,3.526527,3.644572,3.880955,4.259636,4.754149,5.289049,5.758961,6.089707,6.25173,6.271538,6.199671,6.113252,6.068425,6.082723,6.138907,6.217331,6.285456,6.321615,6.319531,6.294017,6.269244,6.278911,6.34644,6.480888,6.672781,6.904231,7.148406,7.385416,7.610053,7.827203,8.039104,8.251054,8.466938,8.686939,8.909015,9.132589,9.356827,9.581714,9.80667,10.03363,10.268157,10.517569,10.787104
SRB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.586,7.595636,7.646424,7.699307,7.734639,7.625357,7.617794,7.596501,7.567745,7.540401,7.516346,7.503433,7.496522,7.480591,7.463157,7.440769,7.411569,7.381579,7.350222,7.320807,7.291436,7.234099,7.199077,7.164132,7.130576,7.098247
SSD,2.955044,3.011112,3.06999,3.131686,3.196258,3.263767,3.334254,3.407754,3.484335,3.564079,3.647097,3.733547,3.823605,3.91745,4.015271,4.117299,4.222056,4.329467,4.442665,4.565912,4.70136,4.849708,5.007145,5.165623,5.314358,5.444907,5.559804,5.660153,5.73517,5.771305,5.76219,5.698998,5.593347,5.484372,5.425099,5.452771,5.584223,5.806951,6.092688,6.398416,6.692999,6.967817,7.233237,7.499695,7.784488,8.099908,8.445659,8.815495,9.208598,9.623176,10.056475,10.510122,10.980623,11.45381,11.911184,12.339812
STP,0.064255,0.064549,0.064429,0.064181,0.064209,0.064797,0.066057,0.067874,0.07004,0.07224,0.074251,0.075989,0.077536,0.079026,0.08067,0.082607,0.084889,0.087436,0.090095,0.092652,0.094953,0.096947,0.098692,0.100285,0.101871,0.103557,0.105364,0.107264,0.109268,0.111373,0.113575,0.1159,0.118346,0.120849,0.123318,0.125694,0.127946,0.13011,0.132284,0.134602,0.137164,0.140003,0.143085,0.146357,0.149732,0.153146,0.156584,0.160064,0.163595,0.167196,0.17088,0.174646,0.178484,0.182386,0.186342,0.190344
SUR,0.289972,0.29819,0.30633,0.31453,0.322995,0.331799,0.341137,0.350755,0.359735,0.366845,0.371268,0.372619,0.371318,0.368342,0.365104,0.362651,0.361368,0.361053,0.361463,0.362137,0.362777,0.363309,0.363993,0.365242,0.367611,0.371469,0.376973,0.383916,0.391851,0.400133,0.408276,0.416068,0.423572,0.430901,0.43828,0.44583,0.453653,0.461569,0.469108,0.475637,0.480751,0.48421,0.486271,0.487641,0.489312,0.491999,0.495953,0.500953,0.506657,0.512522,0.518141,0.523439,0.528535,0.53345,0.538248,0.542975
SVK,4.068095,4.191667,4.238188,4.282017,4.327341,4.370983,4.411666,4.449367,4.483915,4.518607,4.538223,4.557449,4.596622,4.641445,4.689623,4.739105,4.789507,4.840501,4.890125,4.938973,4.979815,5.016105,5.055099,5.091971,5.127097,5.161768,5.193838,5.22284,5.250596,5.275942,5.299187,5.303294,5.305016,5.325305,5.346331,5.361999,5.373361,5.383291,5.390516,5.39602,5.38872,5.378867,5.376912,5.373374,5.37228,5.372807,5.373054,5.374622,5.379233,5.386406,5.391428,5.398384,5.407579,5.413393,5.418649,5.42405
SVN,1.58472,1.594131,1.603649,1.616971,1.632114,1.64916,1.669905,1.689528,1.704546,1.713874,1.724891,1.738335,1.752233,1.766697,1.776132,1.793581,1.820249,1.842377,1.862548,1.882599,1.901315,1.906531,1.910334,1.922321,1.932154,1.941641,1.965964,1.989776,1.995196,1.996351,1.998161,1.999429,1.996498,1.991746,1.989443,1.989872,1.988628,1.985956,1.981629,1.983045,1.988925,1.99206,1.99453,1.995733,1.997012,2.000474,2.006868,2.018122,2.021316,2.039669,2.048583,2.052843,2.057159,2.059953,2.06198,2.063768
SWE,7.484656,7.519998,7.561588,7.604328,7.661354,7.733853,7.807797,7.867931,7.912273,7.968072,8.042801,8.098334,8.1223,8.136312,8.159955,8.192437,8.222286,8.25154,8.275599,8.293678,8.310531,8.320503,8.325263,8.329033,8.336605,8.350386,8.369829,8.397804,8.436489,8.492964,8.558835,8.617375,8.668067,8.718561,8.780745,8.826939,8.840998,8.846062,8.850974,8.857874,8.872109,8.89596,8.924958,8.958229,8.993531,9.029572,9.080505,9.148092,9.219637,9.298515,9.378126,9.449213,9.519374,9.600379,9.69611,9.798871
SWZ,0.349233,0.357522,0.365719,0.373991,0.382575,0.391659,0.401295,0.411478,0.422266,0.433709,0.445844,0.458717,0.472337,0.486656,0.501596,0.5171,0.533264,0.550135,0.56756,0.585335,0.603373,0.621314,0.639333,0.658496,0.680253,0.705492,0.73479,0.767417,0.80135,0.833787,0.862728,0.887248,0.907947,0.926224,0.944223,0.963428,0.984506,1.00676,1.028694,1.048151,1.063715,1.074765,1.082195,1.087949,1.094775,1.104642,1.118204,1.134853,1.15375,1.173529,1.193148,1.212458,1.231694,1.250641,1.269112,1.28697
SXM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03124,0.031084,0.030519,0.031189,0.032566,0.03379,0.035316,0.036934,0.03827,0.039462,0.040458,0.039133,0.035474,0.033435,0.03464,0.036607,0.037685,0.038817
SYC,0.0417,0.042889,0.044042,0.045176,0.046322,0.0475,0.048699,0.049911,0.051134,0.052365,0.0536,0.054835,0.056068,0.057284,0.058466,0.0596,0.060704,0.061742,0.062707,0.063594,0.0644,0.065128,0.06578,0.066367,0.066902,0.0674,0.067877,0.068352,0.068848,0.069388,0.07,0.070755,0.071657,0.072711,0.073925,0.075304,0.076417,0.077319,0.078846,0.08041,0.081131,0.081202,0.0837,0.0828,0.0825,0.0829,0.0846,0.085033,0.086956,0.087298,0.08977,0.087441,0.088303,0.0899,0.0914,0.0929
SYR,4.592777,4.742596,4.897428,5.057825,5.224579,5.398333,5.579283,5.767478,5.963248,6.166933,6.378802,6.599366,6.828765,7.066474,7.311685,7.564,7.82261,8.088148,8.363346,8.651904,8.956156,9.277263,9.613517,9.960833,10.313485,10.667245,11.020718,11.374772,11.730217,12.088714,12.451539,12.817578,13.186187,13.559642,13.941025,14.331962,14.736209,15.151962,15.568797,15.97243,16.35405,16.694414,16.997521,17.304339,17.671913,18.132842,18.7282,19.425597,20.097057,20.566871,20.720602,20.501167,19.978756,19.322593,18.772481,18.502413
TCA,0.005724,0.00576,0.005762,0.005741,0.005705,0.005669,0.005629,0.005589,0.005563,0.005573,0.005632,0.00575,0.005924,0.006132,0.006346,0.006546,0.006723,0.006886,0.007057,0.007262,0.007525,0.007855,0.008245,0.008671,0.009097,0.009502,0.009873,0.010224,0.010588,0.011019,0.01155,0.012205,0.01297,0.013793,0.014597,0.015334,0.015967,0.016527,0.017114,0.017866,0.018876,0.020186,0.02174,0.023412,0.025025,0.02645,0.027642,0.028638,0.029481,0.030247,0.030993,0.031727,0.03243,0.033103,0.03374,0.034339
